"id","part_number","description","material","dimensions","category_raw","category_master","cost","currency","vendor_name","updated_at","source_file","source_system","price_per_unom","raw_json","vault_engineer_name","vault_vault_file_name","vault_revision_no","invoice_description_raw","sap_revision_no","sap_cad_file","po_vendor_name","sap_category","vault_checkout_status","po_description_raw","invoice_due_date","powerbi_abc_class","sap_drawing_no","powerbi_category","sap_engineer_name","invoice_vendor_name","invoice_unit_price","po_delivery_date","vault_material","sap_spec_material","sap_storage_location","invoice_qty_supplied","sap_currency","powerbi_criticality_index","category","sap_approval_status","vault_cad_type","vault_notes","sap_spec_weight","sap_created_date","sap_spec_grade","powerbi_description","powerbi_powerbi_flag","invoice_remarks","po_currency","po_po_no","sap_spec_tolerance","sap_active_flag","sap_sub_category","sap_price_per_uom","powerbi_avg_lead_time_days","sap_commodity_code","powerbi_risk_rating","vault_lifecycle_state","po_order_date","sap_vendor_code","sap_order_uom","sap_material_type","sap_plant","sap_spec_dimensions","powerbi_material","powerbi_sub_category","po_remarks","invoice_invoice_no","sap_valuation_type","sap_is_standard_part","sap_material_group","sap_spec_finish","invoice_invoice_date","vault_file_size_mb","sap_description_clean","po_qty_ordered","vault_category","vault_dimensions","sap_stock_qty","po_price_per_unit","sap_purchase_uom","vault_created_date","sap_material_code","vault_sub_category","invoice_currency","vault_last_modified","powerbi_utilization_score","powerbi_analysis_comment","sap_description_raw","sap_vendor_name","vault_drawing_no","powerbi_movement_frequency","user_dimensions","user_material","user_description","user_category","user_source_system","is_standard_part","revision_no","material_group","spec_dimensions","checkout_status","price_per_uom","utilization_score","spec_grade","movement_frequency","spec_tolerance","description_raw","risk_rating","all_sources","powerbi_flag","stock_qty","material_2","vendor_code","storage_location","sub_category","notes","description_clean","commodity_code","engineer_name","active_flag","drawing_no","lifecycle_state","cad_file","part_number_2","purchase_uom","analysis_comment","ocr_text","file_size_mb","criticality_index","avg_lead_time_days","order_uom","cad_type","plant","last_modified","valuation_type","abc_class","spec_finish","spec_weight","approval_status","spec_material","page","created_date","vault_file_name","sources","powerbi_material_2","sap_part_number_2","vault_material_2"
75,"P0075","Copper Washer 47x123 mm","ROH","47x123","Fastener","Fastener",NULL,"EUR","Prime Engineering","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Suresh","P0075.ipt","A","NaN","A","part_0075.step","NaN","Fastener","Checked In","NaN","NaN","C","DRW0075","Fastener","Meena","NaN","NaN","NaN","Copper","Copper","SL36","NaN","EUR","1.0","Fastener","Approved","STEP","Update model","2.94","06-01-2020","EN8","Copper Washer 47x123 mm","Low","NaN","NaN","NaN","±0.58 mm","NO","Washer","744.67","20.0","89907598.0","C","In Work","NaN","V485","BOX","ROH","1000.0","47x123 mm","Copper","Washer","NaN","NaN","Batch","NO","Fastener",NULL,"NaN","20.57","Copper Washer 47x123 mm","NaN","Fastener","47x123 mm","68.0","NaN","EA","06-01-2020","M0075","Washer","NaN","15-06-2024","0.07","Check vendor lead time","Copper Washer 47x123 mm","Prime Engineering","DRW0075",NULL,NULL,NULL,NULL,NULL,NULL,"NO","A","Fastener","47x123 mm","Checked In","744.67","0.07","EN8",NULL,"±0.58 mm","Copper Washer 47x123 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Low","68.0","Copper","V485","SL36","Washer","Update model","Copper Washer 47x123 mm","89907598.0","Suresh","NO","DRW0075","In Work","part_0075.step","M0075","EA","Check vendor lead time",NULL,"20.57","1.0","20.0","BOX","STEP","1000.0","15-06-2024","Batch","C",NULL,"2.94","Approved","Copper","NaN","06-01-2020","P0075.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Copper Washer 47x123 mm""}]","Copper","M0075","Copper"
76,"P0076","Aluminum Roller Bearing 6x52 mm","HALB","6x52","Bearing","Bearing",NULL,"EUR","Tech Supplies","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"John","P0076.ipt","C","NaN","C","part_0076.step","NaN","Bearing","Checked Out","NaN","NaN","A","DRW0076","Bearing","Priya","NaN","NaN","NaN","Aluminum","Aluminum","SL27","NaN","EUR","2.0","Bearing","Under Review","DWG",NULL,"5.24","20-10-2022","SS304","Aluminum Roller Bearing 6x52 mm","Medium","NaN","NaN","NaN","±0.28 mm","NO","Roller Bearing","2000.5",NULL,"54539576.0","C","Under Review","NaN","V618","KG","HALB","2000.0","6x52 mm","Aluminum","Roller Bearing","NaN","NaN","Standard","NO","Bearing","Anodized","NaN","11.65","Aluminum Roller Bearing 6x52 mm","NaN","Bearing","6x52 mm","1600.0","NaN","EA","20-10-2022","M0076","Roller Bearing","NaN","17-07-2024",NULL,"High stock movement","Aluminum Roller Bearing 6x52 mm","Tech Supplies","DRW0076","16.0",NULL,NULL,NULL,NULL,NULL,"NO","C","Bearing","6x52 mm","Checked Out","2000.5",NULL,"SS304","16.0","±0.28 mm","Aluminum Roller Bearing 6x52 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","1600.0","Aluminum","V618","SL27","Roller Bearing",NULL,"Aluminum Roller Bearing 6x52 mm","54539576.0","John","NO","DRW0076","Under Review","part_0076.step","M0076","EA","High stock movement",NULL,"11.65","2.0",NULL,"KG","DWG","2000.0","17-07-2024","Standard","A","Anodized","5.24","Under Review","Aluminum","NaN","20-10-2022","P0076.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Aluminum Roller Bearing 6x52 mm""}]","Aluminum","M0076","Aluminum"
77,"P0077","Cast Iron Stepper Motor 38x182 mm","HALB","38x182","Motor","Motor",NULL,"INR","Prime Engineering","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Meena","P0077.ipt","A","NaN","A","part_0077.step","NaN","Motor","Checked In","NaN","NaN","C","DRW0077","Motor","Arun","NaN","NaN","NaN","Cast Iron","Cast Iron","SL38","NaN","INR",NULL,"Motor","Approved","IPT",NULL,"8.25","01-04-2024","SS304","Cast Iron Stepper Motor 38x182 mm","Low","NaN","NaN","NaN","±0.39 mm","NO","Stepper Motor","1351.61",NULL,"93631953.0","A","In Work","NaN","V675","BOX","HALB","3000.0","38x182 mm","Cast Iron","Stepper Motor","NaN","NaN","Batch","YES","Motor","Anodized","NaN","0.81","Cast Iron Stepper Motor 38x182 mm","NaN","Motor","38x182 mm","1948.0","NaN","MTR","01-04-2024","M0077","Stepper Motor","NaN","10-01-2023",NULL,"High stock movement","Cast Iron Stepper Motor 38x182 mm","Prime Engineering","DRW0077",NULL,NULL,NULL,NULL,NULL,NULL,"YES","A","Motor","38x182 mm","Checked In","1351.61",NULL,"SS304",NULL,"±0.39 mm","Cast Iron Stepper Motor 38x182 mm","A","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Low","1948.0","Cast Iron","V675","SL38","Stepper Motor",NULL,"Cast Iron Stepper Motor 38x182 mm","93631953.0","Meena","NO","DRW0077","In Work","part_0077.step","M0077","MTR","High stock movement",NULL,"0.81",NULL,NULL,"BOX","IPT","3000.0","10-01-2023","Batch","C","Anodized","8.25","Approved","Cast Iron","NaN","01-04-2024","P0077.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Cast Iron Stepper Motor 38x182 mm""}]","Cast Iron","M0077","Cast Iron"
78,"P0078","Steel L Bracket 38x93 mm","HALB","38x93","Bracket","Bracket",NULL,"EUR","Global Metals","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Priya","P0078.ipt","B","NaN","B","part_0078.step","NaN","Bracket","Checked Out","NaN","NaN","B","DRW0078","Bracket","Priya","NaN","NaN","NaN","Steel","Steel","SL23","NaN","EUR",NULL,"Bracket","Approved","IPT",NULL,"8.56","15-12-2022","SS304","Steel L Bracket 38x93 mm","High","NaN","NaN","NaN","±0.67 mm","NO","L Bracket","1012.71","82.0","54189515.0","B","Released","NaN","V375","BOX","HALB","1000.0","38x93 mm","Steel","L Bracket","NaN","NaN","Standard","NO","Bracket","Anodized","NaN","14.67","Steel L Bracket 38x93 mm","NaN","Bracket","38x93 mm","1164.0","NaN","KG","15-12-2022","M0078","L Bracket","NaN","13-03-2023",NULL,"Part used frequently","Steel L Bracket 38x93 mm","Global Metals","DRW0078","68.0",NULL,NULL,NULL,NULL,NULL,"NO","B","Bracket","38x93 mm","Checked Out","1012.71",NULL,"SS304","68.0","±0.67 mm","Steel L Bracket 38x93 mm","B","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","High","1164.0","Steel","V375","SL23","L Bracket",NULL,"Steel L Bracket 38x93 mm","54189515.0","Priya","NO","DRW0078","Released","part_0078.step","M0078","KG","Part used frequently",NULL,"14.67",NULL,"82.0","BOX","IPT","1000.0","13-03-2023","Standard","B","Anodized","8.56","Approved","Steel","NaN","15-12-2022","P0078.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Steel L Bracket 38x93 mm""}]","Steel","M0078","Steel"
79,"P0079","SS304 Relay 26x105 mm","FERT","26x105","Electrical","Electrical",NULL,"INR","Prime Engineering","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"John","P0079.ipt","A","NaN","A","part_0079.step","NaN","Electrical","Checked Out","NaN","NaN","A","DRW0079","Electrical","Suresh","NaN","NaN","NaN","SS304","SS304","SL16","NaN","INR",NULL,"Electrical","Under Review","IAM","Verify with drawing","9.07","04-01-2023","A2","SS304 Relay 26x105 mm","Low","NaN","NaN","NaN","±0.82 mm","YES","Relay","2197.46","10.0","41646735.0","C","Under Review","NaN","V466","EA","FERT","1000.0","26x105 mm","SS304","Relay","NaN","NaN","Batch","NO","Electrical","Zinc Plated","NaN","16.75","SS304 Relay 26x105 mm","NaN","Electrical","26x105 mm","1807.0","NaN","MTR","04-01-2023","M0079","Relay","NaN","12-08-2023","0.71","Check vendor lead time","SS304 Relay 26x105 mm","Prime Engineering","DRW0079",NULL,NULL,NULL,NULL,NULL,NULL,"NO","A","Electrical","26x105 mm","Checked Out","2197.46","0.71","A2",NULL,"±0.82 mm","SS304 Relay 26x105 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Low","1807.0","SS304","V466","SL16","Relay","Verify with drawing","SS304 Relay 26x105 mm","41646735.0","John","YES","DRW0079","Under Review","part_0079.step","M0079","MTR","Check vendor lead time",NULL,"16.75",NULL,"10.0","EA","IAM","1000.0","12-08-2023","Batch","A","Zinc Plated","9.07","Under Review","SS304","NaN","04-01-2023","P0079.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS304 Relay 26x105 mm""}]","SS304","M0079","SS304"
80,"P0080","SS304 Coupling 28x45 mm","HALB","28x45","Pipe Fitting","Pipe Fitting",NULL,"USD","Global Metals","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"John","P0080.ipt","B","NaN","B","part_0080.step","NaN","Pipe Fitting","Checked In","NaN","NaN","A","DRW0080","Pipe Fitting","John","NaN","NaN","NaN","SS304","SS304","SL2","NaN","USD",NULL,"Pipe Fitting","Approved","IPT","Update model","7.17","22-06-2024","SS304","SS304 Coupling 28x45 mm","Low","NaN","NaN","NaN","±0.41 mm","NO","Coupling","4226.25",NULL,"81110374.0","A","Obsolete","NaN","V702","BOX","HALB","1000.0","28x45 mm","SS304","Coupling","NaN","NaN","Standard","NO","Pipe Fitting",NULL,"NaN","19.8","SS304 Coupling 28x45 mm","NaN","Pipe Fitting","28x45 mm","244.0","NaN","MTR","22-06-2024","M0080","Coupling","NaN","01-02-2024","0.31",NULL,"SS304 Coupling 28x45 mm","Global Metals","DRW0080","16.0",NULL,NULL,NULL,NULL,NULL,"NO","B","Pipe Fitting","28x45 mm","Checked In","4226.25","0.31","SS304","16.0","±0.41 mm","SS304 Coupling 28x45 mm","A","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Low","244.0","SS304","V702","SL2","Coupling","Update model","SS304 Coupling 28x45 mm","81110374.0","John","NO","DRW0080","Obsolete","part_0080.step","M0080","MTR",NULL,NULL,"19.8",NULL,NULL,"BOX","IPT","1000.0","01-02-2024","Standard","A",NULL,"7.17","Approved","SS304","NaN","22-06-2024","P0080.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS304 Coupling 28x45 mm""}]","SS304","M0080","SS304"
81,"P0081","SS304 Ball Bearing 22x46 mm","ROH","22x46","Bearing","Bearing",NULL,"INR","ElectroWorks","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Arun","P0081.ipt","B","NaN","B","part_0081.step","NaN","Bearing","Checked Out","NaN","NaN","B","DRW0081","Bearing","Suresh","NaN","NaN","NaN","SS304","SS304","SL49","NaN","INR",NULL,"Bearing","Approved","DWG",NULL,"9.54","13-06-2022","SS316","SS304 Ball Bearing 22x46 mm","Medium","NaN","NaN","NaN","±0.95 mm","NO","Ball Bearing","4536.08",NULL,"16872072.0","A","In Work","NaN","V663","BOX","ROH","3000.0","22x46 mm","SS304","Ball Bearing","NaN","NaN","Standard","YES","Bearing",NULL,"NaN","18.52","SS304 Ball Bearing 22x46 mm","NaN","Bearing","22x46 mm","1486.0","NaN","EA","13-06-2022","M0081","Ball Bearing","NaN","23-04-2022","0.62","High stock movement","SS304 Ball Bearing 22x46 mm","ElectroWorks","DRW0081",NULL,NULL,NULL,NULL,NULL,NULL,"YES","B","Bearing","22x46 mm","Checked Out","4536.08","0.62","SS316",NULL,"±0.95 mm","SS304 Ball Bearing 22x46 mm","A","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","1486.0","SS304","V663","SL49","Ball Bearing",NULL,"SS304 Ball Bearing 22x46 mm","16872072.0","Arun","NO","DRW0081","In Work","part_0081.step","M0081","EA","High stock movement",NULL,"18.52",NULL,NULL,"BOX","DWG","3000.0","23-04-2022","Standard","B",NULL,"9.54","Approved","SS304","NaN","13-06-2022","P0081.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS304 Ball Bearing 22x46 mm""}]","SS304","M0081","SS304"
82,"P0082","SS316 Coupler 22x86 mm","FERT","22x86","Hydraulic","Hydraulic",NULL,"INR","ABC Industries","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Meena","P0082.ipt","A","NaN","A","part_0082.step","NaN","Hydraulic","Checked Out","NaN","NaN","A","DRW0082","Hydraulic","Priya","NaN","NaN","NaN","SS316","SS316","SL2","NaN","INR","5.0","Hydraulic","Under Review","DWG","Verify with drawing","5.98","02-04-2021","SS304","SS316 Coupler 22x86 mm","Low","NaN","NaN","NaN","±0.39 mm","YES","Coupler","1610.47",NULL,"16239956.0","A","Released","NaN","V573","KG","FERT","3000.0","22x86 mm","SS316","Coupler","NaN","NaN","Standard","YES","Hydraulic","Polished","NaN","23.65","SS316 Coupler 22x86 mm","NaN","Hydraulic","22x86 mm","1057.0","NaN","EA","02-04-2021","M0082","Coupler","NaN","19-01-2024",NULL,"Consider alternate sourcing","SS316 Coupler 22x86 mm","ABC Industries","DRW0082","66.0",NULL,NULL,NULL,NULL,NULL,"YES","A","Hydraulic","22x86 mm","Checked Out","1610.47",NULL,"SS304","66.0","±0.39 mm","SS316 Coupler 22x86 mm","A","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Low","1057.0","SS316","V573","SL2","Coupler","Verify with drawing","SS316 Coupler 22x86 mm","16239956.0","Meena","YES","DRW0082","Released","part_0082.step","M0082","EA","Consider alternate sourcing",NULL,"23.65","5.0",NULL,"KG","DWG","3000.0","19-01-2024","Standard","A","Polished","5.98","Under Review","SS316","NaN","02-04-2021","P0082.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS316 Coupler 22x86 mm""}]","SS316","M0082","SS316"
83,"P0083","Steel Relay 43x154 mm","HALB","43x154","Electrical","Electrical",NULL,"USD","MechSolutions","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Arun","P0083.ipt","D","NaN","D","part_0083.step","NaN","Electrical","Checked In","NaN","NaN","C","DRW0083","Electrical","John","NaN","NaN","NaN","Steel","Steel","SL5","NaN","USD","1.0","Electrical","Approved","IAM","Verify with drawing","3.54","27-06-2022","A2","Steel Relay 43x154 mm","High","NaN","NaN","NaN","±0.89 mm","NO","Relay","1913.17","66.0","14322365.0","C","Under Review","NaN","V746","EA","HALB","1000.0","43x154 mm","Steel","Relay","NaN","NaN","Standard","YES","Electrical","Zinc Plated","NaN","17.51","Steel Relay 43x154 mm","NaN","Electrical","43x154 mm","953.0","NaN","MTR","27-06-2022","M0083","Relay","NaN","23-10-2021","0.79","Consider alternate sourcing","Steel Relay 43x154 mm","MechSolutions","DRW0083",NULL,NULL,NULL,NULL,NULL,NULL,"YES","D","Electrical","43x154 mm","Checked In","1913.17","0.79","A2",NULL,"±0.89 mm","Steel Relay 43x154 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","High","953.0","Steel","V746","SL5","Relay","Verify with drawing","Steel Relay 43x154 mm","14322365.0","Arun","NO","DRW0083","Under Review","part_0083.step","M0083","MTR","Consider alternate sourcing",NULL,"17.51","1.0","66.0","EA","IAM","1000.0","23-10-2021","Standard","C","Zinc Plated","3.54","Approved","Steel","NaN","27-06-2022","P0083.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Steel Relay 43x154 mm""}]","Steel","M0083","Steel"
84,"P0084","SS316 Relay 28x36 mm","HALB","28x36","Electrical","Electrical",NULL,"EUR","ElectroWorks","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Arun","P0084.ipt","D","NaN","D","part_0084.step","NaN","Electrical","Checked In","NaN","NaN","C","DRW0084","Electrical","Meena","NaN","NaN","NaN","SS316","SS316","SL12","NaN","EUR",NULL,"Electrical","Approved","IPT",NULL,"4.79","02-03-2023","A2","SS316 Relay 28x36 mm","Medium","NaN","NaN","NaN","±0.71 mm","YES","Relay","1070.74","16.0","99486118.0","C","Obsolete","NaN","V313","KG","HALB","2000.0","28x36 mm","SS316","Relay","NaN","NaN","Standard","NO","Electrical","Anodized","NaN","9.51","SS316 Relay 28x36 mm","NaN","Electrical","28x36 mm","489.0","NaN","KG","02-03-2023","M0084","Relay","NaN","14-01-2024","0.94","High stock movement","SS316 Relay 28x36 mm","ElectroWorks","DRW0084","54.0",NULL,NULL,NULL,NULL,NULL,"NO","D","Electrical","28x36 mm","Checked In","1070.74","0.94","A2","54.0","±0.71 mm","SS316 Relay 28x36 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","489.0","SS316","V313","SL12","Relay",NULL,"SS316 Relay 28x36 mm","99486118.0","Arun","YES","DRW0084","Obsolete","part_0084.step","M0084","KG","High stock movement",NULL,"9.51",NULL,"16.0","KG","IPT","2000.0","14-01-2024","Standard","C","Anodized","4.79","Approved","SS316","NaN","02-03-2023","P0084.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS316 Relay 28x36 mm""}]","SS316","M0084","SS316"
85,"P0085","SS316 DC Motor 43x47 mm","HALB","43x47","Motor","Motor",NULL,"USD","Global Metals","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"John","P0085.ipt","B","NaN","B","part_0085.step","NaN","Motor","Checked Out","NaN","NaN","B","DRW0085","Motor","John","NaN","NaN","NaN","SS316","SS316","SL13","NaN","USD",NULL,"Motor","Approved","IAM","Verify with drawing","11.08","19-12-2024","SS304","SS316 DC Motor 43x47 mm","Medium","NaN","NaN","NaN","±0.15 mm","NO","DC Motor","2439.23",NULL,"57728386.0","A","In Work","NaN","V909","EA","HALB","1000.0","43x47 mm","SS316","DC Motor","NaN","NaN","Batch","NO","Motor","Zinc Plated","NaN","17.53","SS316 DC Motor 43x47 mm","NaN","Motor","43x47 mm","635.0","NaN","EA","19-12-2024","M0085","DC Motor","NaN","14-09-2024","0.31","High stock movement","SS316 DC Motor 43x47 mm","Global Metals","DRW0085",NULL,NULL,NULL,NULL,NULL,NULL,"NO","B","Motor","43x47 mm","Checked Out","2439.23","0.31","SS304",NULL,"±0.15 mm","SS316 DC Motor 43x47 mm","A","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","635.0","SS316","V909","SL13","DC Motor","Verify with drawing","SS316 DC Motor 43x47 mm","57728386.0","John","NO","DRW0085","In Work","part_0085.step","M0085","EA","High stock movement",NULL,"17.53",NULL,NULL,"EA","IAM","1000.0","14-09-2024","Batch","B","Zinc Plated","11.08","Approved","SS316","NaN","19-12-2024","P0085.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS316 DC Motor 43x47 mm""}]","SS316","M0085","SS316"
86,"P0086","Copper Hex Bolt 12x28 mm","ROH","12x28","Fastener","Fastener",NULL,"INR","Tech Supplies","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"John","P0086.ipt","A","NaN","A","part_0086.step","NaN","Fastener","Checked Out","NaN","NaN","A","DRW0086","Fastener","Suresh","NaN","NaN","NaN","Copper","Copper","SL24","NaN","INR",NULL,"Fastener","Approved","IAM","Check interference","14.29","06-07-2023","A4","Copper Hex Bolt 12x28 mm","Medium","NaN","NaN","NaN","±0.06 mm","NO","Hex Bolt","2267.33",NULL,"22503823.0","C","In Work","NaN","V433","BOX","ROH","3000.0","12x28 mm","Copper","Hex Bolt","NaN","NaN","Standard","NO","Fastener","Polished","NaN","1.23","Copper Hex Bolt 12x28 mm","NaN","Fastener","12x28 mm","1153.0","NaN","EA","06-07-2023","M0086","Hex Bolt","NaN","15-04-2023","0.68","Check vendor lead time","Copper Hex Bolt 12x28 mm","Tech Supplies","DRW0086",NULL,NULL,NULL,NULL,NULL,NULL,"NO","A","Fastener","12x28 mm","Checked Out","2267.33","0.68","A4",NULL,"±0.06 mm","Copper Hex Bolt 12x28 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","1153.0","Copper","V433","SL24","Hex Bolt","Check interference","Copper Hex Bolt 12x28 mm","22503823.0","John","NO","DRW0086","In Work","part_0086.step","M0086","EA","Check vendor lead time",NULL,"1.23",NULL,NULL,"BOX","IAM","3000.0","15-04-2023","Standard","A","Polished","14.29","Approved","Copper","NaN","06-07-2023","P0086.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Copper Hex Bolt 12x28 mm""}]","Copper","M0086","Copper"
